Name,Score,Genres,English name,Type,Month Aired,Season,Episodes,Duracion,Rating,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Hashiri Hajimeta bakari no Kimi ni,6.63,['Music'],Hashiri Hajimeta bakari no Kimi ni,Music,Dec,Winter,1,1,PG,8639,2143,2,48,1391,19,58
Nanbaka 2,7.51,"['Action', 'Comedy', 'Drama']",Nanbaka:Season 2,ONA,Jan,Winter,12,23,PG,1473,93821,347,5787,64340,2788,2560
The Snack World: Hitogirai no Renny,6.51,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Snack World:Lenny the Misanthrope,Movie,Dec,Winter,1,10,G,14422,230,0,13,64,7,42
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,7.38,['Fantasy'],Isekai Izakaya:Japanese Food From Another World,ONA,Apr,Spring,24,14,PG,3312,24528,80,3309,11169,1020,1567
Two Tea Two,5.14,['Dementia'],Two Tea Two,Movie,Other,Other,1,3,R,14703,212,0,7,159,3,11
Frame Arms Girl,6.42,"['Action', 'Sci-Fi', 'Slice of Life', 'Mecha']",Frame Arms Girl,TV,Apr,Spring,12,23,PG,3053,28488,50,2792,10507,1247,3888
Overlord Movie 2: Shikkoku no Eiyuu,7.66,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']",Overlord:The Dark Hero,Movie,Mar,Spring,1,93,R,2269,49626,93,1637,25012,621,699
Detective Conan Movie 21: The Crimson Love Letter,7.68,"['Action', 'Mystery', 'Historical', 'Police', 'Drama', 'Romance']",Detective Conan Movie 21: The Crimson Love Letter,Movie,Apr,Spring,1,111,PG,3631,20408,47,382,15220,161,181
Balloon (Music),5.5,['Music'],Balloon (Music),Music,Nov,Fall,1,3,R,13914,265,0,5,207,3,19
Age of Obscure: Boubaku Jidai,6.51,['Dementia'],Age of Obscure: Boubaku Jidai,Movie,Other,Other,1,4,G,13662,285,0,8,133,7,45
Code Geass: Fukkatsu no Lelouch,7.97,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",Code Geass:Lelouch of the Re;surrection,Movie,Feb,Winter,1,112,R,685,215184,1668,3783,96591,1267,813
Code Geass: Hangyaku no Lelouch I - Koudou,7.94,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School']",Code Geass:Lelouch of the Rebellion I - Initiation,Movie,Oct,Fall,1,135,R,1829,68480,169,1792,35837,740,595
Code Geass: Hangyaku no Lelouch II - Handou,7.68,"['Action', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",Code Geass:Lelouch of the Rebellion II - Transgression,Movie,Feb,Winter,1,132,R,2235,51332,105,1075,25205,548,423
Code Geass: Hangyaku no Lelouch III - Oudou,8.04,"['Action', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",Code Geass:Lelouch of the Rebellion III - Glorification,Movie,May,Spring,1,140,R,1945,63227,141,1409,30452,597,518
Baki,7.21,"['Action', 'Martial Arts', 'Shounen']",Baki,ONA,Jun,Summer,26,24,R,852,176379,954,16481,113205,6503,9762
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",Yuki Yuna is a Hero:The Hero Chapter,TV,Nov,Fall,6,24,PG,2972,30160,199,1156,14345,487,367
Masou Gakuen HxH Specials,6.56,"['Harem', 'Ecchi']",Masou Gakuen HxH Specials,Special,Sep,Fall,6,4,R,3321,24320,48,1545,14418,670,395
The Reflection,5.14,"['Action', 'Super Power']",The Reflection,TV,Jul,Summer,12,25,PG,3157,26983,14,1688,5189,1052,7807
Mahou Sensei Negima! Tokubetsu Eizou,6.1,['Music'],Mahou Sensei Negima! Tokubetsu Eizou,Music,Nov,Fall,4,2,PG,9484,1540,0,65,520,46,75
Kekkai Sensen & Beyond,7.88,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",Blood Blockade Battlefront & Beyond,TV,Oct,Fall,12,24,R,470,300721,1315,22796,176812,9803,6897
Uma Musume: Pretty Derby,6.52,"['Music', 'Sports']",Uma Musume: Pretty Derby,ONA,Mar,Spring,1,1,G,5764,6709,12,384,3408,83,163
Granblue Fantasy,6.48,['Fantasy'],Granblue Fantasy,ONA,Nov,Fall,Other,0,G,5929,6281,10,1290,1,324,394
Princess Connect!,6.07,['Fantasy'],Princess Connect!,ONA,Mar,Spring,3,1,G,6451,5115,3,494,807,140,152
Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,6.51,"['Comedy', 'Parody', 'Super Power']",Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,TV,Jan,Winter,24,2,G,12320,466,0,41,55,7,112
Gijinka de Manabo!,5.42,"['Sci-Fi', 'Comedy']",Gijinka de Manabo!,ONA,Nov,Fall,1,3,PG,11465,657,0,37,341,7,31
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.14,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",Ao no Exorcist: Kyoto Fujouou-hen OVA,OVA,Apr,Spring,2,24,PG,2120,55004,74,3779,28101,1829,663
Yami Shibai 4,5.73,"['Dementia', 'Horror', 'Supernatural']",Yamishibai:Japanese Ghost Stories 4,TV,Jan,Winter,13,4,PG,3616,20474,9,853,14119,308,532
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.83,"['Demons', 'Kids', 'Supernatural']",Yo-kai Watch Shadowside:The Return of the Oni King,Movie,Dec,Winter,1,94,G,9871,1318,4,34,532,21,55
Geki Drive,6.51,"['Action', 'Cars']",Geki Drive,ONA,Oct,Fall,1,2,G,14429,229,0,14,138,4,23
Tsukipro The Animation,6.73,['Music'],Tsukipro The Animation,TV,Oct,Fall,13,23,PG,4385,13145,105,1103,3769,483,1447
Monster Strike: Rain of Memories,6.52,"['Action', 'Game', 'Fantasy']",Monster Strike:Rain of Memories,ONA,Dec,Winter,1,46,PG,8535,2251,0,119,938,44,81
Platonic Chain: Ansatsu Jikkouchuu,6.51,"['Sci-Fi', 'Slice of Life']",Platonic Chain: Ansatsu Jikkouchuu,Special,Jul,Summer,1,6,PG,14138,248,0,18,48,6,28
Shokugeki no Souma: Ni no Sara OVA,7.53,"['Ecchi', 'School', 'Shounen']",Shokugeki no Souma: Ni no Sara OVA,OVA,May,Spring,2,25,PG,1220,120474,133,4234,88704,1314,619
Getsuyoubi no Tawawa Specials,6.59,"['Slice of Life', 'Ecchi']",Tawawa on Monday Specials,Special,Dec,Winter,2,4,PG,3419,22885,23,651,17221,202,139
Star Ocean: Anamnesis,6.51,"['Action', 'Fantasy']",Star Ocean:Anamnesis,ONA,Nov,Fall,Other,1,PG,12214,487,0,130,0,36,44
Gan Gan Ganko-chan,6.51,"['Sci-Fi', 'Comedy', 'Kids']",Gan Gan Ganko-chan,TV,Dec,Winter,10,5,G,13709,283,0,15,67,10,65
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,5.94,['Comedy'],Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,ONA,Nov,Fall,1,3,PG,9281,1681,1,67,733,33,72
Sakura Quest,7.41,"['Slice of Life', 'Comedy']",Sakura Quest,TV,Apr,Spring,25,23,PG,1210,121626,437,14041,37985,9278,13026
Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"['Adventure', 'Fantasy', 'Harem']",Death March to the Parallel World Rhapsody,TV,Jan,Winter,12,23,PG,411,334103,1543,22892,239264,4715,17246
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"['Romance', 'Sci-Fi']","Fireworks, Should We See It from the Side or the Bottom?",Movie,Aug,Summer,1,90,PG,1084,136270,409,4045,79346,1218,1020
Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,6.51,"['Comedy', 'Music']",Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Music,Jan,Winter,1,5,PG,14167,246,0,15,135,7,28
Kenka Banchou Otome: Girl Beats Boys,6.45,"['Action', 'Martial Arts', 'School', 'Shoujo']",Kenka Bancho Otome -Girl Beats Boys-,TV,Apr,Spring,12,8,PG,2051,57888,167,3969,35450,1256,2932
Inazma Delivery,6.33,"['Action', 'Sci-Fi', 'Comedy']",Inazma Delivery,TV,Dec,Winter,10,2,PG,11141,745,2,49,292,13,117
KochinPa! Dainiki,4.85,['Comedy'],KochinPa! Dainiki,TV,Dec,Winter,24,0,G,10222,1105,1,83,542,27,110
Seitokai Yakuindomo Movie,7.87,"['Slice of Life', 'Comedy', 'School', 'Shounen']",Seitokai Yakuindomo Movie,Movie,Jul,Summer,1,60,R,2485,42127,73,1401,22714,579,263
Hei Mao Jing Zhang,5.62,"['Action', 'Adventure', 'Cars', 'Comedy', 'Kids', 'Police']",Black Cat Detective,TV,Other,Winter,5,18,PG,12953,363,0,15,185,4,51
Hei Mao Jing Zhang (1992),6.51,"['Action', 'Adventure', 'Cars', 'Comedy', 'Kids', 'Police']",Black Cat Detective,TV,Other,Winter,12,7,PG,13975,261,0,13,112,6,47
Days: Touin Gakuen-sen!,7.49,"['Sports', 'School', 'Shounen']",Days: Touin Gakuen-sen!,OVA,Mar,Spring,3,26,PG,3752,18843,56,493,6024,175,178
Pokemon Generations,7.46,"['Action', 'Adventure', 'Fantasy', 'Game', 'Kids']",Pokémon Generations,ONA,Dec,Winter,18,4,PG,2633,37831,117,1146,31647,683,465
Mobile Suit Gakuen: G-Reco Koushien,5.4,"['Comedy', 'Parody', 'Sports', 'Mecha']",Mobile Suit Gakuen: G-Reco Koushien,Special,Dec,Winter,9,4,PG,11425,669,0,24,221,23,66
"Wake Up, Girls! Shin Shou",6.5,"['Music', 'Drama']","Wake Up, Girls! New Chapter",TV,Oct,Fall,12,23,PG,4763,10763,15,842,3724,397,713
Centaur no Nayami,6.48,"['Slice of Life', 'Comedy', 'Fantasy', 'School', 'Seinen']",A Centaur's Life,TV,Jul,Summer,12,23,R,1806,71320,107,5645,35593,2727,8677
Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,6.51,"['Adventure', 'Kids']",Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,Movie,Jan,Winter,1,53,G,13634,287,0,16,63,10,44
Terra Formars: Earth-hen,6.42,"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",Terra Formars: Earth-hen,OVA,Aug,Summer,2,26,R,5278,8280,8,231,1561,179,114
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.88,"['Action', 'Comedy', 'School']",Nanbaka:Idiots with Student Numbers!,Special,Apr,Spring,1,23,PG,3384,23375,53,478,14261,234,185
Natsume Yuujinchou Go Specials,8.33,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",Natsume Yuujinchou Go Specials,Special,Mar,Spring,2,23,PG,2855,32553,64,1021,20839,414,200
Koisuru Shirokuma,6.74,"['Comedy', 'Josei', 'Shounen Ai']",Koi Suru Shirokuma,Movie,Mar,Spring,Other,1,G,6435,5110,19,828,0,340,202
Yoru wa Mijikashi Arukeyo Otome,8.23,"['Comedy', 'Romance']","Night Is Short, Walk on Girl",Movie,Apr,Spring,1,93,R,1656,80769,1168,2665,38926,859,446
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",5.81,"['Magic', 'Supernatural']","Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",Special,Dec,Winter,1,24,PG,8493,2303,1,107,1278,45,60
Saint Seiya: Saintia Shou,5.61,"['Action', 'Adventure', 'Seinen']",Saint Seiya: Saintia Shou,ONA,Dec,Winter,10,25,PG,4727,11021,104,887,3930,397,1196
Pokemon Movie 20: Kimi ni Kimeta!,7.08,"['Action', 'Adventure', 'Comedy', 'Kids']",Pokémon the Movie:I Choose You!,Movie,Jul,Summer,1,98,PG,2727,35205,67,306,29941,180,160
Mary to Majo no Hana,7.28,"['Adventure', 'Fantasy', 'Magic']",Mary and the Witch's Flower,Movie,Jul,Summer,1,102,G,1848,67695,107,1178,46378,485,279
Inuyashiki,7.7,"['Action', 'Drama', 'Psychological', 'Sci-Fi', 'Seinen']",Inuyashiki:Last Hero,TV,Oct,Fall,11,22,R,318,420332,2556,27595,249599,10375,14962
Dive!!,6.08,"['Comedy', 'Sports']",DIVE!!,TV,Jul,Summer,12,22,PG,2527,40480,62,3444,15954,1789,6069
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.72,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",Kabaneri of the Iron Fortress:The Battle of Unato,Movie,May,Spring,1,82,R,1695,78396,216,2220,46966,696,297
Shoukoku no Altair,7.55,"['Military', 'Adventure', 'Historical', 'Drama', 'Fantasy', 'Shounen']",Altair:A Record of Battles,TV,Jul,Summer,24,24,PG,2048,58212,288,6461,19115,3344,6849
Cheer Danshi!! Specials,6.03,"['Sports', 'School']",Cheer Danshi!! Specials,Special,Dec,Winter,2,0,PG,8528,2267,2,70,423,67,70
Ryuu no Haisha,7.42,"['Adventure', 'Fantasy']",Ryuu no Haisha,Special,Feb,Winter,2,46,PG,2740,34818,81,1631,17162,564,358
Warau Salesman New,6.27,"['Comedy', 'Drama', 'Seinen']",The Laughing Salesman,TV,Apr,Spring,12,23,PG,4092,15617,13,1382,5880,849,3776
Dream Festival! R,6.92,['Music'],Dream Festival! R,ONA,Aug,Summer,12,23,PG,7041,4074,18,286,2002,158,179
Re:Creators,7.57,"['Action', 'Sci-Fi', 'Fantasy', 'Mecha']",Re:CREATORS,TV,Apr,Spring,22,24,R,365,365335,2830,42915,158394,22208,28831
Jikan no Shihaisha,6.33,"['Supernatural', 'Shounen']",Chronos Ruler,TV,Jul,Summer,13,24,PG,2010,59426,82,5722,20799,2364,7757
Boruto: Naruto Next Generations,5.81,"['Action', 'Adventure', 'Super Power', 'Martial Arts', 'Shounen']",Boruto:Naruto Next Generations,TV,Apr,Spring,Other,23,PG,223,529732,5248,282596,26,67664,113677
Black Clover,7.38,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",Black Clover,TV,Oct,Fall,170,23,PG,97,860404,19941,530324,103,79487,89594
Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",The Seven Deadly Sins:Revival of the Commandments,TV,Jan,Winter,24,24,PG,115,757404,6591,60833,592000,10403,11589
Nana Maru San Batsu,6.7,"['Game', 'School', 'Seinen']",Fastest Finger First,TV,Jul,Summer,12,23,PG,1923,63869,81,5894,32204,2696,6998
"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"['Historical', 'Seinen']","Onihei: Sono Otoko, Heizou Hasegawa",OVA,Feb,Winter,1,40,R,8109,2658,2,105,535,72,63
Natsume Yuujinchou Roku,8.65,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",Natsume's Book of Friends Season 6,TV,Apr,Spring,11,23,PG,1099,134852,930,8129,64091,2566,1574
"""Parade"" de Satie",5.44,"['Music', 'Dementia']","""Parade"" de Satie",Movie,Other,Other,1,14,G,11361,685,0,16,453,5,21
Made in Abyss,8.74,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",Made in Abyss,TV,Jul,Summer,13,25,R,95,862410,30354,54029,550412,20178,12020
Nagoya Tetsudou Special Movie,6.51,['Slice of Life'],Nagoya Tetsudou Special Movie,ONA,Jul,Summer,1,2,G,14645,215,1,16,106,0,23
Kubbe Gachapin Mukku,6.51,['Fantasy'],Kubbe Gachapin Mukku,ONA,Sep,Fall,1,2,G,14889,201,0,9,109,3,27
Guomin Laogong Dai Huijia,6.1,"['Drama', 'Romance', 'School']",Guomin Laogong Dai Huijia,ONA,Oct,Fall,12,11,PG,4133,15372,125,1661,4841,502,826
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"['Action', 'Sci-Fi', 'Magic', 'Fantasy', 'Shounen']",UQ Holder!: Mahou Sensei Negima! 2 (OVA),OVA,Sep,Fall,3,22,PG,3788,18484,25,1843,8855,491,286
Lostorage Conflated WIXOSS,7.1,"['Game', 'Psychological']",Lostorage Conflated WIXOSS,TV,Apr,Spring,12,23,R,3252,25416,75,2233,10405,848,1031
Answer (2016),7.31,"['Music', 'Drama', 'Seinen']",Answer (2016),Music,Dec,Winter,1,5,PG,5885,6329,13,89,5037,50,84
Saiki Kusuo no Ψ-nan 2,8.48,"['Slice of Life', 'Comedy', 'Supernatural', 'School', 'Shounen']",The Disastrous Life of Saiki K. 2,TV,Jan,Winter,24,24,PG,388,349764,3022,27547,251764,7104,3802
Garo: Honoo no Kokuin - Yurugaro,5.53,"['Comedy', 'Fantasy', 'Parody']",Garo: Honoo no Kokuin - Yurugaro,Special,Feb,Winter,23,1,PG,9495,1537,0,81,434,45,103
Teekyuu 8 Specials,6.05,"['Comedy', 'Sports', 'Shounen']",Teekyuu 8 Specials,Special,Feb,Winter,2,2,PG,8502,2310,0,71,1208,55,59
Usakame Special,5.54,"['Comedy', 'Sports', 'Shounen']",Usakame Special,Special,Aug,Summer,1,3,PG,9026,1881,0,58,1076,43,47
Blend S,7.36,"['Slice of Life', 'Comedy']",BLEND-S,TV,Oct,Fall,12,23,PG,286,453108,2568,29220,306162,12772,15810
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"['Sci-Fi', 'Drama']",YU-NO:A girl who chants love at the bound of this world.,TV,Apr,Spring,26,23,PG,1401,100399,320,14291,32961,4686,11630
Giant Robo,5.88,"['Action', 'Mecha']",Giant Robo,Special,Jul,Summer,1,4,PG,11265,708,1,36,280,13,30
Bakuon!! no Kobeya,6.13,"['Comedy', 'Seinen', 'Slice of Life']",Bakuon!! no Kobeya,Special,Aug,Summer,4,2,PG,8255,2545,1,94,1204,53,64
Master of Torque: Epilogue,5.56,['Cars'],Master of Torque:Epilogue,ONA,Dec,Winter,1,9,G,12843,373,0,21,185,11,35
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"['Magic', 'Adventure', 'Fantasy', 'Comedy', 'Supernatural']",KonoSuba:God's Blessing on This Wonderful World! 2:God's blessing on this wonderful Art!,OVA,Jul,Summer,1,28,PG,606,239082,638,3376,200972,877,404
Aitata Bocchi,5.68,"['Dementia', 'Drama']","Ouch, Chou Chou",Special,Other,Other,1,11,PG,13251,325,0,12,165,8,41
Such a Good Place to Die,5.71,['Dementia'],Such a Good Place to Die,Movie,Mar,Spring,1,3,PG,12867,369,0,14,202,7,22
Origami of Landscape,5.34,['Dementia'],Origami of Landscape,ONA,Jun,Summer,1,1,G,13892,267,0,9,190,2,14
Sakana no Iu Koto wo Kiku,5.52,"['Dementia', 'Drama']",Do as the Fish Tells You,Movie,Other,Other,1,5,PG,13449,304,0,6,225,3,13
Ballroom e Youkoso,8.21,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']",Welcome to the Ballroom,TV,Jul,Summer,24,24,PG,676,218597,2500,21058,116967,9972,11116
Shingeki no Bahamut: Genesis - Short Story,7.13,"['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",Shingeki no Bahamut: Genesis - Short Story,ONA,Dec,Winter,2,9,PG,3565,21056,6,755,13093,257,147
Brave Witches: Petersburg Daisenryaku,7.02,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",Brave Witches:Petersburg Grand Strategy,Special,Aug,Summer,1,26,R,5303,8247,16,259,3990,118,103
3-gatsu no Lion Recap,6.71,['Drama'],Marches Comes in Like a Lion:Special Omnibus Episode,Special,Dec,Winter,1,25,PG,4454,12720,13,211,9951,141,220
Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Mecha']",Soukyuu no Fafner: Dead Aggressor - The Beyond,Movie,May,Spring,3,28,PG,6205,5545,12,208,731,80,88
Mochi Mochi Panda,6.51,['Kids'],Mochi Mochi Panda,ONA,Mar,Spring,4,1,G,14213,242,0,32,37,6,32
I Was King,6.28,"['Fantasy', 'Music']",I Was King,Music,Dec,Winter,1,4,PG,11124,756,1,7,644,3,16
Ai Uta: Since 2007,5.34,['Music'],Ai Uta: Since 2007,Music,Dec,Winter,1,1,G,12488,437,0,11,330,4,24
Kawazuno Mekaridoki,5.92,['Music'],Kawazuno Mekaridoki,Music,Nov,Fall,1,3,G,14017,258,0,9,165,3,10
Nekopara OVA,6.98,"['Comedy', 'Romance']",Nekopara OVA,OVA,Dec,Winter,1,58,PG,1874,65736,339,1901,41962,532,577
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"['Action', 'Fantasy', 'Game']",An Encore and Continuance:Pandora's Box,ONA,Dec,Winter,1,8,PG,8282,2505,0,132,1070,55,88
Fate/Apocrypha,7.16,"['Action', 'Supernatural', 'Drama', 'Magic', 'Fantasy']",Fate/Apocrypha,TV,Jul,Summer,25,23,R,402,339526,2187,35839,194061,14292,21018
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,6.51,"['Comedy', 'Magic', 'Shoujo']",Balala the Faries:Over the Rainbow,TV,May,Spring,26,22,G,11915,540,1,29,121,15,68
Monster Strike Anime,6.34,"['Action', 'Game', 'Fantasy']",Monster Strike the Anime 2nd Season,ONA,Apr,Spring,23,10,PG,6197,5549,5,595,1543,216,322
Hwasan Golae,6.51,"['Horror', 'Thriller']",The Crimson Whale,Movie,Sep,Fall,1,70,R,13545,298,0,14,42,7,15
Chou Yuu Sekai: Being the Reality,6.22,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",Chou Yuu Sekai: Being the Reality,ONA,Jan,Winter,20,13,PG,4259,14194,34,2007,3155,799,1073
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.9,['Action'],Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,ONA,Dec,Winter,1,1,G,9463,1562,0,37,943,15,45
Eiyuu ni wa Narenai Bokura Dakara,6.51,['School'],Eiyuu ni wa Narenai Bokura Dakara,Special,Sep,Fall,5,3,G,14271,237,0,9,105,4,19
Choco Kyouju no Oheya,4.84,['Comedy'],Choco Kyouju no Oheya,ONA,Apr,Spring,1,0,G,11309,692,0,25,354,24,48
Kujira no Kora wa Sajou ni Utau,7.2,"['Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shoujo']",Children of the Whales,TV,Oct,Fall,12,23,PG,899,165474,736,12714,89167,6040,8883
Crocotires Traction AAA,5.36,['Sports'],Crocotires Traction AAA,Movie,May,Spring,1,5,G,13165,335,0,11,231,6,26
the FLY BanD!,5.14,['Music'],the FLY BanD!,Special,Other,Other,1,3,G,14239,242,1,5,182,3,19
In Search of Axis,4.83,['Dementia'],In Search of Axis,Special,Other,Other,3,2,G,13328,315,0,7,255,3,18
Samuroid Zero,4.98,"['Action', 'Samurai']",Samuroid Zero,Special,Other,Other,1,2,PG,13074,346,0,11,253,4,21
Youjo Shenki Episode 0,6.05,['Parody'],Youjo Shenki Episode 0,ONA,Jan,Winter,1,2,G,4396,13159,8,314,10212,121,157
Junlin Chengxia,6.51,"['Comedy', 'Fantasy']",The Man From; The Arrival of the Monarch,ONA,Nov,Fall,13,14,PG,12354,461,4,44,68,24,33
Kaito x Ansa,5.03,['Game'],Kaito x Ansa,TV,Jul,Summer,12,7,PG,7410,3525,4,216,311,93,185
One Room Special,5.41,['Slice of Life'],One Room Special,Special,May,Spring,1,4,PG,4214,14464,13,322,9866,137,129
"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.5,"['Sports', 'School', 'Shounen']",kura High School Girls Cycling Club:We're In Taiwan!!,Special,May,Spring,1,23,PG,7729,3130,1,57,2044,26,62
Sengoku Choujuu Giga: Otsu,5.91,"['Historical', 'Demons', 'Supernatural', 'Samurai']",SENGOKUCHOJYUGIGA,TV,Jan,Winter,13,3,PG,8210,2564,0,154,1590,52,172
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),6.51,"['Adventure', 'Mecha', 'Police', 'Sci-Fi']",Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),TV,Apr,Spring,37,24,PG,10952,806,2,90,133,41,153
Youjo Shenki,6.75,"['Military', 'Comedy', 'Parody']",Youjo Shenki,ONA,Jan,Winter,12,2,G,3733,19110,51,838,12608,392,462
Mahoujin Guruguru (2017),7.86,"['Adventure', 'Fantasy', 'Magic', 'Comedy', 'Shounen']",Magical Circle,TV,Jul,Summer,24,24,PG,3106,27728,227,3181,8691,2033,2107
Fussa-shi PR Anime,6.51,['Slice of Life'],Fussa City Promotion Animation,ONA,Jan,Winter,2,4,G,12768,382,0,67,68,11,47
Blood Lad: Kanketsu Kinen,6.53,"['Music', 'Shounen', 'Vampire']",Blood Lad: Kanketsu Kinen,ONA,Jan,Winter,1,1,PG,4010,16336,5,669,7847,273,232
ChäoS;Child Episode 0,6.27,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural']",ChäoS;Child Episode 0,Special,Jan,Winter,1,23,R,3698,19586,9,534,13952,200,188
Rilu Rilu Fairilu: Yousei no Door,6.6,"['Slice of Life', 'Magic', 'Fantasy']",Rilu Rilu Fairilu: Yousei no Door,TV,Feb,Winter,59,24,G,8973,1898,11,222,243,154,185
Town Workers,6.08,['Slice of Life'],TOWN WORKERS,ONA,Sep,Fall,3,6,PG,12258,475,0,25,153,5,17
Chen-Kuro Gakuen,6.51,"['Comedy', 'Parody', 'School']",Chen-Kuro Gakuen,Movie,Dec,Winter,3,3,G,11321,697,0,33,168,25,54
Kine-Pass Gekijou,6.51,"['Comedy', 'Parody']",Kine-Pass Gekijou,Movie,Nov,Fall,3,1,G,12019,520,0,35,119,19,46
Kuro-Nikuru Girls,6.51,"['Comedy', 'Parody', 'School']",Kuro-Nikuru Girls,ONA,Dec,Winter,3,3,G,11594,623,1,39,135,19,55
Chein Kuro-Nikuru!!,5.64,"['Comedy', 'Parody']",Chein Kuro-Nikuru!!,Special,Jan,Winter,12,0,G,11045,780,0,38,189,23,52
Elsword: Ain-ui Gieog Animation,6.12,"['Action', 'Fantasy']",Elsword: Ain-ui Gieog Animation,ONA,Dec,Winter,1,4,G,8107,2646,2,114,1208,39,56
Dynamic Chord,4.71,['Music'],Dynamic Chord,TV,Oct,Fall,12,24,PG,5346,8009,20,566,1383,298,1458
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.7,"['Action', 'Sci-Fi', 'Adventure', 'Drama', 'Mecha']",Eureka Seven AO: One More Time - Lord Don't Slow Me Down,ONA,Jan,Winter,5,4,PG,5834,6528,5,278,2548,132,113
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.88,"['Action', 'Historical', 'Drama']",91 Days:Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,Special,Jul,Summer,1,24,R,2657,36801,26,591,28024,319,189
Tama Pawns,6.51,"['Comedy', 'Ecchi', 'Fantasy']",Tama-Pawns,ONA,Jan,Winter,6,4,PG,11988,529,1,37,130,15,51
Kuroko no Basket: Oshaberi Shiyou ka,7.12,"['Comedy', 'Sports', 'School', 'Shounen']",Kuroko no Basket: Oshaberi Shiyou ka,Special,Jan,Winter,1,15,PG,4732,11035,7,326,5897,196,139
Tamashichi!,6.51,['Slice of Life'],Tamashichi!,ONA,Aug,Summer,1,3,G,14233,242,0,14,150,1,10
Idol Time PriPara,7.13,"['Music', 'School', 'Shoujo']",Idol Time PriPara,TV,Apr,Spring,51,24,PG,6801,4449,43,487,1241,208,360
